master_id,original_id,problem_name,category,stakeholders,root_cause,severity,frequency,impact,innovation_opportunity,one_line_solution,existing_solutions,existing_gaps,technology_tags,undp_alignment,bangladesh_relevance,source_agents,consensus_count
MPRB-0141,PRB-X-003,Concealed Bail Hearing Schedules in District Sessions Courts,X. Transparency Problems,Under-Trial Families; Victims' Lawyers; Court Clerks,Urgent bail petitions are moved on supplementary lists (Tadbir lists) that are not published on public boards or online until after the hearing.,9,9,9,9,Mandatory Real-Time Supplementary Bail Docket Feed alerting opposing counsel and victims 2 hours prior to bail motion hearings.,Lawyer clerks whispering in courtroom corners; physical inspection of magistrate daily dairy.,Victims and complainants have no advance notice of bail hearings and cannot instruct prosecutors to oppose; accused obtain surprise bail.,Push Notification Engine; Real-Time Docket Ingestion; Automated Victim SMS Alert; Fair Notice Engine,3,10,Antigravity,1
MPRB-0142,PRB-X-004,Inaccessible Asset Declarations of Judicial Officers and Senior Bureaucrats,X. Transparency Problems,Civil Society Organizations; Anti-Corruption Commission; Media; Public,"Government Service Rules require annual wealth statements, but they are submitted in sealed paper envelopes to administrative wings and kept secret.",8,9,9,8,Public Official Wealth & Asset Disclosure Verification Ledger cross-referencing land registries and banking disclosures.,Right to Information (RTI) petitions (invariably rejected citing privacy exemptions); investigative journalism.,Judges and civil servants amass vast unexplained wealth in land and benami properties with zero public accountability; undermines rule of law.,Asset Declaration Registry; Automated Benami Entity Resolution; Public Disclosure Portal; Audit Engine,5,9,Antigravity,1
MPRB-0143,PRB-X-005,Opaque Judicial Roster Allocation in the High Court Division (Master of the Roster),X. Transparency Problems,Supreme Court Bar Advocates; Litigants; Chief Justice Registry,Benches and jurisdictional determinations (which judge hears which type of writ or criminal appeal) are allocated at the sole discretion of the Chief Justice.,9,8,9,8,Algorithmic Judicial Roster Allocation Framework utilizing transparent rule-based matching to assign sensitive writs to benches.,Chief Justice administrative gazette orders; Bar Association delegations expressing concerns.,Allegations of bench-hunting and politically motivated roster manipulation; sensitive constitutional petitions assigned to favored benches.,Algorithmic Roster Distribution; Rule-Based Case Assignment; Judicial Workload Balancing; Public Audit Log,3,9,Antigravity,1
MPRB-0144,PRB-X-006,Opacity in Allocation of State Land Leases (Khas Jomi) to Truly Landless Families,X. Transparency Problems,Landless Peasants (Bhumiheen); AC Land; Deputy Commissioner Revenue; Local Elites,Khas land distribution lists are prepared by local revenue committees in secret; prime agricultural khas plots are leased to wealthy land grabbers.,9,9,9,9,Public Geospatial Khas Land Registry & Transparent Landless Beneficiary Matching System (KhasData-BD).,"Landless peasant rallies (e.g. Samata, ALRD); writ petitions; physical AC Land public hearings.",Fake landless certificates issued to affluent cronies; real destitute families remain homeless on embankments without land rights.,GIS Satellite Mapping; Public Khas Land Ledger; Algorithmic Vulnerability Verification; Crowdsourced Audit,1,10,Antigravity,1
MPRB-0145,PRB-Y-001,Zero Sanctions for Deliberate Police Inaction on Cognizable Domestic Violence Complaints,Y. Accountability Problems,Battered Women; Thana Duty Officers; Officer-in-Charge (OC); SP,"Under CrPC 154, police are legally required to register FIRs for cognizable offenses; in practice, they refuse to record domestic violence, labeling it 'private family matter'.",10,9,10,9,Tamper-Evident Digital FIR Lodgement & Refusal Audit System logging all citizen police interactions with automatic judicial escalation.,Filing private complaint cases (CR cases) before Magistrates; 999 emergency calls; complaints to SP.,CR cases take weeks to process while abuser retaliates with fatal violence; no disciplinary mechanism tracks Thana FIR refusal rates.,Digital FIR Portal; Police Refusal Audit Trail; Automated Judicial Escalation; Mobile Evidence Upload,5,10,Antigravity,1
MPRB-0146,PRB-Y-002,Impunity of Subordinate Court Bench Staff Engaging in Systemic Bribery,Y. Accountability Problems,Litigants; Junior Advocates; District Judges; Anti-Corruption Commission,"Clerks, peons, and process servers form deeply entrenched unions; judges depend on them for daily clerical operations and rarely take disciplinary action.",9,10,9,8,Encrypted QR-Coded Court Staff Micro-Feedback & Corruption Whistleblower Terminal directly routed to the High Court Vigilance Cell.,Physical suggestion/complaint boxes inside court buildings; transfer to another court bench.,Complaint boxes are unlocked by the very clerks accused; whistleblowers face immediate retaliation (files 'lost' or delayed).,Anonymous Whistleblower Engine; Dynamic QR Terminal; High Court Vigilance API; Encrypted Routing,5,10,Antigravity,1
MPRB-0147,PRB-Y-003,Lack of Accountability for Panel Lawyers Abandoning Legal Aid Clients Mid-Trial,Y. Accountability Problems,Legal Aid Clients; DLAOs; Panel Lawyers,"Lawyers accept legal aid appointments to build status, but once a paying client appears, they ignore legal aid dates, leaving indigent clients unrepresented.",9,9,9,8,Panel Advocate Case SLA & Attendance Enforcement Engine triggering automatic de-paneling upon 3 consecutive unexcused hearing absences.,Client complaining verbally to DLAO; DLAO revoking appointment and assigning a new lawyer.,New lawyer starts from scratch; months of delay; no automated bar council de-listing or financial forfeiture for abandoning clients.,SLA Enforcement Engine; Court Attendance Scraper; Automated Panel Revocation; Client Alert Trigger,3,10,Antigravity,1
MPRB-0148,PRB-Y-004,Failure to Enforce Statutory Limits on Case Adjournments (CPC Order XVII Rule 1),Y. Accountability Problems,Civil Litigants; Civil Judges; Trial Lawyers,The Code of Civil Procedure limits adjournments to 3 per stage and mandates adjournment costs; judges grant 20-30 adjournments routinely out of bar solidarity.,9,10,9,8,Automated Statutory Adjournment Cap & Escalating Digital Cost Ledger (AdjournCheck) enforcing automated cost collection before date issuance.,Opposite party advocate objecting; applying for statutory adjournment costs (BDT 200-500).,"Costs are rarely imposed; if imposed, they are nominal and never collected; lawyers collude to grant each other reciprocal adjournments.",Statutory Rule Engine; Automated Cost Ledger; Escalating Adjournment Penalty; Judicial Compliance Dashboard,3,10,Antigravity,1
MPRB-0149,PRB-Y-005,Lack of Independent Civilian Oversight Over Custodial Deaths and Torture Inquiries,Y. Accountability Problems,Torture Victims / Deceased Families; Police Officers; Magistrates; Civil Society,"Under Torture and Custodial Death (Prevention) Act 2013, inquiries are frequently assigned to fellow police officers who protect their colleagues.",10,7,10,8,Mandatory Tamper-Proof Custodial Lockup Telemetry & Independent Civilian Inquest Portal with air-gapped video streaming to Judicial Magistrates.,Judicial inquiries under Section 176 CrPC; human rights writ petitions; NHRC fact-finding missions.,CCTV footage inside police lockups 'mysteriously disappears'; inquest reports sanitized; zero independent forensic oversight.,Air-Gapped CCTV Cloud Streaming; Tamper-Proof Video Verification; Independent Inquest Ledger; Alert Trigger,1,10,Antigravity,1
MPRB-0150,PRB-Y-006,Non-Enforcement of Judicial Decrees and Orders by Local Police and Administration,Y. Accountability Problems,Decree Holders; Civil Court Judges; Thana Police; Violators,"Civil courts issue temporary injunctions or eviction decrees, but local police demand massive bribes or cite 'law and order breakdown' to avoid enforcement.",9,9,9,8,Judicial Injunction & Decree Enforcement Telemetry Bridge tracking police execution timelines with automated judicial contempt auto-notices.,Filing contempt of court petitions; Section 144/145 CrPC proceedings before Executive Magistrates.,Contempt proceedings take years; violators complete construction on disputed land while police turn a blind eye.,Inter-Agency Decree Workflow; Police Execution Tracker; Automated Contempt Trigger; Geospatial Boundary Monitor,3,10,Antigravity,1
MPRB-0151,PRB-Z-001,Outdated Colonial Evidence Frameworks Hampering Admissibility of Electronic Records,Z. Policy Problems,Cyber Crime Prosecutors; Defense Lawyers; Judges; Forensic Investigators,"Despite Evidence (Amendment) Act 2022, courts still default to 1872 paper-based standards, rejecting WhatsApp screenshots or CCTV footage without expensive expert certificates.",8,9,8,9,Digital Evidence Admissibility & Hash-Certification Protocol (DigiProof-BD) automating ISO 27037 compliant forensic chain of custody reports.,Section 65B-equivalent expert affidavits; producing physical mobile phones in courtroom as exhibits.,"Judges lack clear statutory evidentiary checklists; digital evidence thrown out on technicalities, letting cyber stalkers and fraudsters go free.",Digital Forensics Automation; ISO 27037 Compliance Engine; Cryptographic Hash Sealing; Judicial Evidence Checklist,3,10,Antigravity,1
MPRB-0152,PRB-Z-002,Absence of a Comprehensive National Legal Aid Data Protection and Litigant Privacy Policy,Z. Policy Problems,NLASO; Legal Aid Beneficiaries; ICT Division; Cyber Security Agency,"No dedicated justice-sector data privacy regulations; sensitive details of rape survivors, domestic violence victims, and juveniles stored on unsecure systems.",9,8,9,8,Justice Sector Data Governance & PII Redaction Policy Engine automatically masking sensitive victim identities in all public case feeds.,General provisions in Cyber Security Act 2023; ad-hoc office confidentiality memos.,Litigant records leaked to opposing parties or media; zero data classification standards; indigent victims' privacy completely compromised.,Automated PII Masking; Role-Based Access Control; Data Privacy Shield; Statutory Compliance Policy Engine,10,9,Antigravity,1
MPRB-0153,PRB-Z-003,Restrictive Bar Council Rules Prohibiting Online Legal Tech Innovations and Marketing,Z. Policy Problems,LegalTech Startups; Innovative Lawyers; Bangladesh Bar Council; Consumers,"Canons of Professional Conduct and Etiquette (1972) strictly ban lawyers from advertising, operating online platforms, or sharing fees with technology providers.",8,9,8,9,Regulatory Sandbox & Policy Reform Framework for Access-to-Justice Legal Technologies approved by Bar Council and Law Ministry.,Operating as 'informational' or 'software-only' portals; informal directory listings.,Bar Council threatens innovators with license revocation; legaltech founders face legal uncertainty; suppresses access-to-justice software.,Regulatory Sandbox Architecture; Compliance Auditing Portal; Legal Tech Governance Standards; Policy Simulation Model,3,10,Antigravity,1
